date,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,Market,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,MW1,MW2,MW3,MW4,MW5,MW6,MW7,MW8,MW9,MW10,MW11,MW12,MW13,MW14,MW15,MW16,MW17,MW18,MW19,MW20,MW21,MW22,MW23,MW24,MW25,SENT
198505,1.8917,3.442,3.0683,2.0583,0.4269,3.4164,3.4501,2.6613,4.7685,2.2874,5.5346,5.1386,2.6396,3.6371,3.5374,5.9863,5.21,4.9814,3.8497,5.8395,5.0777,6.9286,7.9857,4.9841,3.9298,5.163697465,0.018150835,0.008924133,0.007206588,0.006033019,0.005710801,0.018638267,0.011525256,0.010489246,0.009697969,0.008245852,0.025358187,0.017338418,0.014603561,0.015937736,0.015134073,0.046568821,0.023263072,0.025189525,0.033924536,0.026963541,0.173617547,0.108236612,0.108487781,0.141938782,0.118815844,0.00963734,0.00629147,0.005648083,0.006126817,0.007793296,0.012041679,0.008323067,0.007962714,0.007972177,0.006703408,0.020906476,0.015293097,0.01426107,0.012426499,0.009050424,0.041523803,0.029259118,0.026835664,0.026177917,0.017771741,0.286312212,0.141621467,0.1255775,0.104783163,0.049699798,0.979732206
198506,0.0312,0.003,0.4196,0.84,1.5546,0.3372,1.8313,1.9404,2.5261,2.9551,2.1794,1.4774,3.4187,1.8848,2.8125,1.2743,1.3315,1.7135,3.0843,0.3492,0.1378,2.2974,0.8317,-0.2036,1.7761,1.12328772,0.017716813,0.008837417,0.007107175,0.005870544,0.005499332,0.018503034,0.01151161,0.010395753,0.009807039,0.008123006,0.02576043,0.017187737,0.014466113,0.015709646,0.015063124,0.047190937,0.023598691,0.025492375,0.033931931,0.027489845,0.175677013,0.111618274,0.112602481,0.132490626,0.118349053,0.009722017,0.006323115,0.005667886,0.00613047,0.00778118,0.012115629,0.008359404,0.007989289,0.007995061,0.006719229,0.020977148,0.015324399,0.014274964,0.012461308,0.009103897,0.0416059,0.029204273,0.026822157,0.026266025,0.017878196,0.285106779,0.141123577,0.12557263,0.105128065,0.050347401,0.893491467
198507,1.9295,2.2598,1.7182,1.0028,1.551,2.5658,2.7563,4.0691,-0.573,0.2675,0.7298,2.2053,0.6191,0.2917,1.0744,-1.1659,-0.2299,0.5263,-2.7251,0.2924,-0.0426,-1.0916,-2.4045,-2.1252,-2.9706,-0.842498676,0.01484023,0.008008958,0.006731211,0.005768727,0.005624998,0.016785484,0.011921546,0.010395539,0.007518857,0.005955368,0.027056385,0.015635918,0.018142323,0.014610778,0.012384965,0.047334391,0.030554328,0.031066277,0.031397271,0.023466667,0.199853327,0.10807149,0.094360449,0.135092623,0.117421892,0.009784456,0.006346872,0.005684354,0.006132536,0.00776873,0.012178166,0.008402104,0.008018856,0.007995069,0.006717651,0.021058945,0.015345329,0.014316799,0.012487764,0.009139834,0.041693901,0.029200205,0.026874528,0.02633426,0.017941451,0.284074439,0.140591948,0.125348579,0.10556149,0.051001733,0.816912214
198508,-2.1521,-1.5415,-1.147,-0.5527,-1.3956,-2.5322,-1.4472,0.3762,-0.158,-0.2375,-2.9315,-1.4068,-0.6309,-1.151,-0.0701,-2.367,-0.7844,0.5573,-0.8156,-0.2467,-2.3141,-0.3921,-1.2577,-0.1346,0.2174,-1.026166678,0.015189839,0.008202888,0.006922871,0.00583701,0.005727894,0.017351969,0.012386458,0.01093253,0.007478651,0.006034594,0.027285342,0.015999055,0.018453292,0.014783418,0.012634686,0.04697951,0.03083815,0.030924014,0.030772296,0.023730814,0.202096167,0.108058232,0.09306826,0.133663143,0.114648917,0.009849124,0.006371982,0.005702255,0.006135258,0.007757314,0.012244853,0.00844836,0.008052695,0.007994583,0.006716685,0.02114182,0.015369047,0.014360557,0.012514852,0.009176987,0.041778078,0.029197228,0.026923872,0.026395706,0.018004934,0.283077587,0.140074439,0.125118338,0.105975749,0.051617697,0.777745108
198509,-8.6279,-6.3784,-5.5586,-4.5524,-4.6164,-7.9969,-6.772,-3.9492,-4.1573,-5.9443,-7.4827,-4.9795,-3.7697,-4.5877,-3.7783,-5.6315,-4.6665,-5.3743,-6.9535,-5.3052,-4.2483,-2.0507,-3.6356,-3.7811,-4.7191,-4.462535699,0.015169052,0.008265202,0.006991648,0.005875792,0.005758258,0.017317024,0.012480875,0.011204489,0.007526262,0.006140641,0.026867584,0.016109715,0.018721963,0.014926363,0.012854297,0.046902615,0.031214095,0.03067823,0.030636936,0.023664695,0.200285811,0.104335806,0.09368788,0.135290221,0.117094545,0.0099123,0.006397059,0.005720348,0.006138462,0.007746865,0.012309715,0.008494345,0.008087972,0.00799442,0.006716777,0.021218526,0.015393482,0.014404343,0.012542595,0.009214629,0.041859954,0.029195822,0.026969029,0.026454986,0.01806575,0.282081519,0.139540464,0.124902209,0.106399898,0.052238531,0.750184635
198510,0.0611,1.2396,2.7939,2.7019,1.1385,3.465,2.9999,3.6543,5.1393,2.5223,3.59,3.7596,3.6989,1.7539,2.6395,5.0365,4.7086,3.5989,4.8531,4.5695,3.0816,3.6714,4.2207,5.1633,5.7295,4.053037317,0.014508343,0.008079482,0.006850406,0.005818525,0.005665982,0.016672455,0.012102584,0.011309848,0.007567476,0.005899831,0.025918598,0.016089188,0.018907873,0.014726327,0.012991373,0.046552771,0.031262738,0.030482882,0.029888435,0.023513607,0.199565917,0.107413512,0.094688085,0.136651336,0.116872425,0.009967725,0.006419683,0.005737012,0.006141372,0.007736795,0.012366973,0.008535403,0.008122795,0.007994717,0.006715312,0.021285282,0.015418647,0.014447644,0.012567208,0.009251532,0.041937037,0.029192837,0.027011973,0.026506639,0.018122637,0.281107376,0.139050162,0.124712598,0.106823939,0.052826701,0.708794276
198511,4.9209,5.7964,5.865,4.4824,4.0888,8.6977,6.6021,7.4781,6.422,6.0939,6.922,6.7862,5.1665,5.8183,5.8342,8.1728,6.2026,7.6771,4.8885,5.0204,9.411,7.5587,7.2237,3.3121,4.0966,6.512532538,0.014052534,0.007930803,0.006745771,0.005773475,0.005525396,0.016731161,0.012087187,0.011018488,0.007563538,0.005864304,0.025742054,0.016192379,0.018757451,0.01438654,0.012775404,0.047423297,0.030846732,0.030599388,0.030268223,0.023764384,0.199579902,0.102618918,0.095623333,0.139060298,0.119069038,0.010020246,0.006441111,0.005752919,0.006143669,0.007724529,0.012425821,0.008576773,0.008156131,0.007994498,0.006713201,0.021351492,0.015444873,0.014489899,0.012589506,0.009287077,0.042022278,0.029186014,0.0270567,0.026561887,0.018181419,0.280109096,0.138523398,0.124525588,0.107276089,0.053445787,0.670609454
198512,3.03,4.6235,3.4354,3.4187,2.6047,4.5181,3.5855,4.7242,3.1185,-0.3637,5.2244,3.9248,1.9496,2.0189,4.943,3.1054,3.6364,2.1772,4.32,4.4518,6.2129,3.0952,4.2207,2.3709,3.7546,3.975264303,0.013857301,0.007867054,0.006752978,0.005679039,0.005416799,0.017220871,0.012019552,0.010903821,0.007599514,0.005870146,0.025574382,0.016107774,0.018635518,0.014381928,0.012473956,0.047712825,0.030566742,0.031068926,0.029976764,0.022726559,0.206076316,0.104145265,0.09554589,0.134948227,0.116871855,0.010072092,0.006461953,0.005768993,0.006144344,0.007709502,0.012490329,0.008618294,0.008188988,0.007993546,0.006710278,0.021416726,0.015469795,0.014531126,0.012611769,0.009320736,0.042109195,0.029175252,0.027105167,0.026615283,0.01823113,0.279147133,0.13801063,0.124322395,0.107702405,0.054072941,0.670064608
198601,3.2748,1.574,1.9541,1.5707,2.5564,0.5086,1.6783,0.2288,-0.346,1.9079,1.3973,2.39,0.9839,1.6439,2.2442,0.5949,-0.0569,1.2953,2.161,2.9115,-0.1331,0.7837,1.1202,-1.991,0.8498,0.467174401,0.013710473,0.007950511,0.006710384,0.005664272,0.005353541,0.017278351,0.012020282,0.010854225,0.007555352,0.005647797,0.025876444,0.01595281,0.017866919,0.014142659,0.012635728,0.047525666,0.030560583,0.030611817,0.030121075,0.022879195,0.211250195,0.101892729,0.095972002,0.133260318,0.116706675,0.010123012,0.00648346,0.005784818,0.006144457,0.007692906,0.012556509,0.008660324,0.008221758,0.007992093,0.006704367,0.021485284,0.015493943,0.014565232,0.012632139,0.009355959,0.042195458,0.029164801,0.027150042,0.026669477,0.018281912,0.278217242,0.137476745,0.124118473,0.108117433,0.054712157,0.704428653
198602,5.3159,5.9892,6.1141,7.407,4.958,6.9588,6.6301,6.6068,8.9755,4.4243,6.4233,9.0183,7.0281,6.7199,6.278,7.3631,9.0203,6.4759,6.7251,6.9873,7.068,9.5926,8.1934,5.9216,6.6678,7.215574368,0.014085536,0.008058332,0.006787497,0.005717051,0.005481955,0.01722065,0.01207382,0.010864933,0.00751743,0.005745759,0.025568698,0.016316639,0.018013553,0.014328327,0.012882696,0.047769693,0.030510322,0.030944564,0.030648444,0.023455922,0.210786573,0.100961328,0.096877841,0.130291344,0.117091095,0.010176724,0.006505381,0.005800745,0.006144186,0.007676688,0.012621373,0.008702005,0.008253953,0.00798961,0.006698742,0.021549652,0.015521042,0.014599795,0.012653169,0.009393343,0.042283358,0.02915316,0.027195745,0.02672674,0.018335825,0.277301685,0.136945499,0.123922594,0.108500447,0.055348541,0.701480995
198603,4.1008,4.8524,4.5835,4.0514,5.8757,2.9059,4.5696,5.1168,4.3449,5.758,4.1421,6.7299,4.4025,5.0171,4.6317,5.0352,4.7175,6.0132,3.4467,4.4618,5.3924,6.7229,4.83,4.1504,3.9592,4.912723523,0.013891479,0.007993158,0.006680954,0.005733275,0.005381537,0.017280511,0.011956462,0.010741216,0.007420873,0.0056091,0.024992418,0.016654888,0.017510256,0.014323295,0.012788159,0.048067899,0.030511568,0.030824681,0.030590526,0.023444005,0.21105095,0.10350101,0.09799104,0.128439731,0.11662101,0.010229454,0.00652667,0.005815728,0.006143108,0.007657191,0.012688022,0.008743364,0.008285714,0.007985721,0.006690571,0.021609454,0.015550907,0.014629221,0.012674178,0.009430601,0.042374217,0.029142692,0.027241141,0.026784162,0.018390703,0.276365782,0.136434087,0.123724141,0.108872218,0.056010953,0.694065154
198604,2.1329,1.9241,0.453,-0.1121,-0.1546,1.8982,1.5354,-0.6402,0.5338,-2.1331,1.2208,1.8645,0.3904,0.1164,-1.7787,1.2939,-0.6371,-2.303,-3.0266,-5.4718,-0.1173,-1.4975,-2.8734,-3.2204,-3.2571,-1.364353979,0.013771676,0.008031451,0.006698695,0.005713354,0.005459223,0.016891897,0.011950979,0.010733997,0.007422198,0.005691401,0.024798173,0.016887583,0.017524438,0.014410355,0.012503646,0.048476716,0.030629937,0.030601563,0.029550612,0.022996613,0.213485712,0.103937889,0.098427982,0.128217021,0.115186889,0.010281134,0.006548472,0.005831005,0.006141423,0.007637539,0.012751266,0.008785264,0.008317861,0.00798184,0.006683164,0.021667185,0.015583262,0.014659769,0.012696711,0.009466137,0.042468255,0.029134001,0.027285704,0.026831534,0.018442832,0.275439322,0.135931033,0.123517744,0.109240824,0.056676718,0.690476666
198605,3.6525,2.9949,3.933,3.3511,3.4044,2.7931,1.8998,4.851,3.939,1.6814,5.6691,3.7124,5.5906,5.063,2.865,5.7759,3.369,5.1623,3.9188,3.817,4.721,5.8238,3.0111,6.0758,5.058,4.723444451,0.014229791,0.008314185,0.006839958,0.005781912,0.005463355,0.017497545,0.01224394,0.010837143,0.007581599,0.00566052,0.025521582,0.017484695,0.017659607,0.01429859,0.012467997,0.049558069,0.030373118,0.03037636,0.029034554,0.022066632,0.216818085,0.104011422,0.097114966,0.126102421,0.112661954,0.010335857,0.006572582,0.005847329,0.006140223,0.007618368,0.012819524,0.008829001,0.008350466,0.00797888,0.006675286,0.021730998,0.015621709,0.014690476,0.012717182,0.009500436,0.042570671,0.029121836,0.027326477,0.026872017,0.018485004,0.274563512,0.135438102,0.123308556,0.109583915,0.057301591,0.701725443
198606,-0.2934,-2.2291,-0.5054,0.8935,1.4957,0.0928,-0.3362,2.1723,1.2761,1.85,0.785,-1.2987,1.5822,-0.1089,2.0411,1.0069,0.4997,-0.4155,3.2481,0.7349,1.6742,1.5592,0.4531,0.1913,2.4129,1.109778512,0.014172112,0.008220921,0.006816728,0.005741385,0.005362809,0.017116854,0.011997482,0.010451884,0.007563999,0.005521585,0.025217584,0.017099645,0.017668331,0.014429087,0.012290386,0.050394825,0.030150132,0.030649271,0.028961485,0.021958221,0.217934656,0.105589999,0.093572047,0.127657604,0.113460966,0.010390525,0.006596398,0.005863598,0.006138967,0.007598289,0.012883965,0.008871176,0.008379598,0.007976392,0.006666363,0.021790952,0.015655489,0.014723451,0.012740385,0.009534206,0.042681112,0.029109415,0.027370826,0.02691254,0.01852835,0.273695623,0.134960521,0.123050965,0.109935491,0.057945403,0.692263405
198607,-10.7099,-9.0585,-8.8716,-6.7418,-9.4356,-11.9226,-10.2296,-9.3961,-5.4781,-7.3537,-10.3476,-8.3395,-8.4964,-6.5624,-6.0607,-9.219,-8.1943,-7.5631,-5.2403,-4.8808,-7.6255,-6.4331,-5.3496,-3.0237,-3.1319,-6.419913537,0.013808735,0.007248735,0.006320026,0.005312661,0.005038525,0.018229575,0.009528477,0.010535321,0.00601473,0.005045262,0.027134172,0.018452216,0.017834745,0.015209373,0.010807192,0.041561586,0.037334164,0.027647415,0.02907506,0.024453999,0.229899907,0.106960604,0.095323587,0.125921511,0.105302423,0.010441032,0.006610439,0.005873889,0.006133724,0.007576446,0.012959118,0.008886873,0.008411889,0.007958731,0.006649139,0.021874503,0.015698549,0.014760318,0.012771847,0.00955336,0.042679018,0.029203932,0.027373223,0.026958568,0.01860435,0.273027155,0.134684615,0.122624066,0.110177113,0.058508103,0.699296882
198608,-0.2494,0.1203,1.7712,1.4017,1.1676,2.0491,3.9426,3.7374,5.0759,4.0937,3.6734,3.485,5.6756,6.8593,8.2933,3.7707,5.9475,6.5019,9.7285,8.989,3.9354,6.0404,5.6497,9.8399,10.3279,6.182826561,0.013150847,0.006994412,0.006138487,0.005281839,0.004819737,0.017218975,0.009165354,0.010228521,0.006088808,0.005006073,0.026083529,0.018123417,0.017353622,0.015199367,0.01070787,0.040103254,0.035876468,0.027373052,0.029419956,0.024877672,0.22764434,0.107208899,0.096590153,0.130566423,0.108778927,0.010481822,0.006621233,0.00588192,0.006128794,0.007554359,0.013019445,0.008898238,0.00843904,0.007943406,0.006632893,0.021942348,0.015735852,0.014789638,0.012800901,0.009570332,0.042662543,0.029277188,0.027373199,0.027006086,0.018679587,0.272381616,0.134434298,0.122234366,0.110446227,0.05906467,0.745277057
198609,-8.6154,-6.7101,-5.8995,-4.9356,-3.702,-9.2141,-6.3531,-5.2019,-3.0048,-6.1079,-8.724,-8.2239,-4.8285,-5.2371,-5.6537,-9.6487,-6.6643,-7.329,-7.1773,-6.4843,-10.8583,-11.392,-8.2013,-8.4436,-6.9092,-8.685171561,0.012381274,0.006626053,0.005827269,0.00500925,0.00461777,0.0166568,0.009013744,0.009987947,0.005878056,0.004924842,0.025476429,0.01747456,0.01718282,0.01534948,0.010532663,0.03939567,0.035957953,0.027532504,0.030499574,0.025601675,0.223750189,0.107499833,0.096380756,0.133425332,0.113017555,0.010514686,0.006627821,0.00588642,0.006120619,0.007528784,0.013074359,0.008907832,0.008463727,0.007925059,0.006615569,0.02200361,0.01576621,0.014818032,0.012832598,0.009585582,0.042637939,0.02935328,0.027375069,0.027063513,0.018764136,0.271691634,0.134176264,0.121840971,0.110745074,0.059681212,0.810513715
198610,1.5735,2.5873,1.3635,2.6459,0.3842,5.9769,3.9644,2.8205,2.3799,1.0538,5.4288,2.0076,0.992,1.5728,1.8661,5.3476,6.1022,4.8146,5.3534,3.8786,4.5279,6.5732,6.2654,4.1476,5.5945,4.802839442,0.012350072,0.00671539,0.006028069,0.005234723,0.004833664,0.016652247,0.009288002,0.010203194,0.006144956,0.005087635,0.025606231,0.017415574,0.0170807,0.015990298,0.010912983,0.039190861,0.036907769,0.026888364,0.031104805,0.026299078,0.219380028,0.104762869,0.09627968,0.134100433,0.115542374,0.010545018,0.006635209,0.005892834,0.006115954,0.007508371,0.013125055,0.008919592,0.008488687,0.007911506,0.006602073,0.02206208,0.015794591,0.01484318,0.012867481,0.00960339,0.042615055,0.029430768,0.027370812,0.027123294,0.018847639,0.271021071,0.133917402,0.121472707,0.111022991,0.060263238,0.893724541
198611,-2.7038,-0.1202,0.005,-0.5031,0.9624,-0.0828,-0.1841,-0.7339,-2.4515,-0.211,-0.2192,-0.0016,-1.6457,0.8687,-0.8812,0.9038,0.9268,1.1322,-1.3407,0.9144,2.284,1.4845,2.3827,2.0891,1.262,1.31417784,0.011935947,0.006513698,0.00579881,0.005146038,0.004601048,0.016796082,0.009256674,0.010059173,0.006029147,0.004927814,0.025453912,0.016785137,0.016372936,0.015550927,0.010197245,0.038848634,0.037558684,0.027014164,0.031338455,0.026156595,0.219962838,0.107025321,0.096316271,0.133681555,0.116672897,0.010573044,0.006641509,0.005897711,0.006111027,0.007485597,0.0131797,0.008931822,0.008513376,0.007897118,0.006587145,0.022121832,0.015818225,0.014862353,0.012899025,0.009615056,0.042590857,0.029516921,0.027367965,0.027187664,0.018932958,0.270346669,0.133669878,0.121077103,0.111302531,0.060872914,0.998092373
198612,-6.0251,-2.7058,-4.2138,-2.2684,-3.7714,-3.6531,-2.2363,-3.8896,-3.6283,0.3683,-3.0553,-2.2432,-4.2134,-2.661,-1.2793,-5.0169,-3.4678,-3.3119,-3.1043,-3.6847,-2.2237,-3.0008,-4.7973,-3.3058,-3.4264,-3.241000097,0.011472087,0.006305833,0.0056631,0.004940399,0.004493679,0.01661251,0.008922843,0.009744403,0.00565321,0.004650917,0.025313631,0.016455968,0.015200303,0.015120385,0.010053189,0.038505992,0.037178388,0.027139165,0.030044629,0.025901568,0.223654553,0.107996839,0.096679008,0.135346032,0.116951368,0.010595855,0.006645584,0.00590111,0.006104078,0.00746197,0.013231629,0.008940559,0.008534362,0.007879384,0.006569529,0.022178383,0.015837664,0.014869919,0.012925508,0.009625777,0.042558577,0.029598454,0.027366731,0.027238362,0.019015223,0.269700221,0.133433626,0.120704635,0.111601126,0.061481735,1.111654272
198701,10.7273,9.9996,10.1011,9.546,8.9977,13.2075,12.0215,10.1963,9.1135,10.7288,13.1362,12.9251,8.2992,10.0875,9.6886,13.8369,11.6401,10.0997,11.8792,11.1842,13.0608,16.1112,11.2734,12.0553,11.5024,12.40347824,0.011038195,0.006273586,0.00562706,0.004941996,0.004454714,0.016545688,0.008949547,0.009626241,0.005652347,0.004595654,0.025473451,0.016441575,0.014834358,0.015258948,0.009993889,0.037950756,0.036693089,0.026493897,0.030141436,0.025821833,0.226826897,0.108609021,0.09530647,0.135513054,0.116936298,0.010613756,0.006649296,0.005904121,0.006097578,0.007439345,0.01328077,0.00894919,0.008553479,0.007862473,0.006552398,0.022234227,0.015856532,0.014873638,0.01295169,0.009635777,0.042520867,0.029670762,0.027359247,0.027287401,0.019093006,0.269116514,0.133215979,0.120327934,0.111890168,0.062063852,1.176639179
198702,10.1863,8.0483,6.6281,6.7722,6.0121,9.2957,8.8261,5.8558,5.5969,5.1453,8.4637,7.8311,4.9,3.7988,4.131,6.722,6.6757,5.9719,2.7717,2.1758,7.7673,5.5403,2.6229,-0.8507,-1.5034,4.255345109,0.010906032,0.00606653,0.005531987,0.004829395,0.004327066,0.016721267,0.008822728,0.009469763,0.005502611,0.004538329,0.025724421,0.016297085,0.014339879,0.014969828,0.009766731,0.038570366,0.035569587,0.026030295,0.030025321,0.025587733,0.228932276,0.111338189,0.094566077,0.135397347,0.116169159,0.010630728,0.006650293,0.005905609,0.006088021,0.007411942,0.01333552,0.008956327,0.008571918,0.007841001,0.006531432,0.02229601,0.015874235,0.014871421,0.0129764,0.009643442,0.042484306,0.029739591,0.027345434,0.027338314,0.019174777,0.268504279,0.133006573,0.119921772,0.112206784,0.06269387,1.199619869
198703,1.1831,3.5298,1.6531,3.0125,4.112,0.6214,2.8258,1.1586,2.2894,3.0396,0.2377,0.8422,1.1868,2.1424,3.3833,1.4081,1.1962,1.3098,1.5775,-1.7773,1.029,1.7955,0.1764,2.5422,4.3335,1.653523558,0.011574183,0.006109994,0.005614665,0.004877254,0.004279998,0.017623606,0.009251827,0.0096512,0.005591175,0.004590765,0.026702172,0.016649995,0.014292843,0.0149525,0.009785512,0.039655562,0.036550011,0.026525915,0.029658097,0.025141478,0.237433634,0.113091432,0.09336318,0.127420463,0.109612537,0.01065429,0.006651169,0.005907502,0.006078349,0.007382688,0.013400375,0.008967777,0.008592413,0.007819918,0.006510439,0.022368566,0.01589536,0.014868358,0.013001394,0.009651299,0.042456746,0.029820999,0.027337422,0.027386621,0.019253311,0.267966267,0.132810758,0.119506154,0.112445146,0.063266675,1.192487021
198704,-2.7159,-2.8211,-2.76,-1.1286,-1.7151,-4.3418,-2.9888,-3.2857,-4.7337,-5.35,-2.6884,-2.6471,-4.8642,-2.3335,-3.3548,-3.8044,-2.9743,-3.0356,-2.4562,-2.0838,-1.7748,-1.5968,-2.6543,-1.1488,-0.9375,-2.074376958,0.011565663,0.006136943,0.005555431,0.004800203,0.004370025,0.017515754,0.009273783,0.009634454,0.005645382,0.00454242,0.026433061,0.01637285,0.01425195,0.01505648,0.00965266,0.039693073,0.035781103,0.026495228,0.029203382,0.024334523,0.236676962,0.113561465,0.092166407,0.12867046,0.11261034,0.010677787,0.006652349,0.005908808,0.006067623,0.007354487,0.013464173,0.008979452,0.008612651,0.007799573,0.006488712,0.022438466,0.015913531,0.014865778,0.013026743,0.00965789,0.042428186,0.029894339,0.027328617,0.027430164,0.019322724,0.267415213,0.132624251,0.119078103,0.112697944,0.063872437,1.179907004
198705,-0.6752,-1.7325,-0.4958,0.2641,2.9038,-1.3424,-0.4183,-0.3854,-0.1472,0.1261,0.3428,0.1447,-1.2708,-0.0155,-0.4586,1.6044,0.0551,-0.6865,-0.867,0.4203,1.4683,-0.9279,-0.7481,0.3893,0.1396,0.22459011,0.011470805,0.00605388,0.005529215,0.004788783,0.00439629,0.017160676,0.009065921,0.009420604,0.00550182,0.004398896,0.026334043,0.016311193,0.013877806,0.014776554,0.009110459,0.039095153,0.034893732,0.026286453,0.02908689,0.024351012,0.238044963,0.114371209,0.091745654,0.130047724,0.113880264,0.010699961,0.006653002,0.005910133,0.00605729,0.007327866,0.01352342,0.008989247,0.008630243,0.007778662,0.006466297,0.022506202,0.015931831,0.014860991,0.013047959,0.009659448,0.042393899,0.029956752,0.027319355,0.027472283,0.019390928,0.266863028,0.132456879,0.118667877,0.112961139,0.064475306,1.122834047
198706,-0.6489,1.0253,2.6394,1.4574,4.0829,1.2197,2.4859,3.1005,1.8464,3.6391,1.7238,1.5098,5.2957,5.1695,2.1712,4.3882,2.7651,3.7416,3.6195,3.2722,4.2315,4.9404,5.622,4.6597,4.8002,4.167828446,0.011428288,0.005907276,0.005525689,0.004704891,0.004514624,0.017027413,0.00907251,0.009422442,0.005368132,0.004288904,0.026569704,0.016409562,0.013754879,0.014343853,0.009000256,0.039910545,0.034320031,0.026180648,0.028903532,0.02453159,0.242368815,0.11370801,0.091337415,0.130606931,0.110794061,0.010720209,0.006651404,0.005910885,0.006045757,0.007302378,0.013578921,0.008997977,0.008647048,0.007756316,0.006443213,0.022573589,0.01594964,0.014854098,0.013064857,0.009659204,0.042366686,0.030009322,0.027308317,0.027509085,0.01945808,0.266388412,0.132284669,0.118267857,0.113221239,0.065030837,1.044389645
198707,1.2856,1.6299,1.5453,2.5171,4.8567,1.7662,1.5537,3.5586,2.9141,5.5096,1.9381,4.0355,3.4584,3.1606,7.0887,3.2809,4.6318,4.1672,3.9566,4.3688,5.5081,2.6769,5.6755,2.1373,2.6074,3.777027834,0.012602294,0.006441456,0.006972404,0.004151309,0.007014796,0.015050123,0.007591061,0.009087418,0.005718654,0.005866992,0.027388719,0.016375033,0.016177399,0.015708842,0.011128663,0.034367336,0.035396035,0.032798983,0.025314651,0.021378957,0.219438611,0.142957395,0.096198295,0.125387454,0.099487125,0.010755596,0.006654919,0.005927937,0.006025035,0.00730123,0.013614452,0.008989506,0.008659717,0.007735094,0.006436718,0.022650416,0.015966014,0.014874005,0.01309809,0.009680855,0.042280651,0.030075079,0.027368558,0.027503814,0.019491085,0.265733411,0.132300433,0.117863332,0.113527083,0.06548697,0.948090851
198708,0.3575,1.6471,2.2576,1.9531,0.3865,2.295,3.293,3.5356,2.0477,3.6156,3.3644,2.9929,4.2233,3.0616,0.2929,4.4612,3.6819,3.2698,3.0189,1.1958,4.4423,4.7826,3.0803,4.2601,2.1416,3.624243382,0.01227247,0.006329582,0.006785183,0.00411003,0.00701656,0.014519731,0.007451495,0.008958346,0.005686717,0.005903989,0.02629954,0.016174616,0.016157269,0.015507828,0.011508594,0.034305444,0.035798957,0.033011669,0.025371531,0.021539676,0.223766102,0.141303426,0.098226072,0.12362589,0.098369284,0.010787658,0.00665687,0.005942793,0.006003061,0.007299122,0.01364447,0.008979162,0.008670725,0.0077124,0.006430005,0.022716222,0.015980484,0.014893775,0.01312888,0.009706681,0.04219328,0.030147012,0.027432291,0.027498704,0.019525441,0.26511644,0.132292584,0.117483923,0.113819253,0.065938764,0.851316999
198709,-3.3243,-0.6379,-1.5142,-0.9254,-1.5142,-2.5194,-2.9704,-1.1766,-1.1056,-3.1088,-3.8077,-2.6854,-2.5527,-2.85,-1.4456,-2.3753,-1.5377,-2.7884,-2.0904,-0.4501,-2.6757,-4.5291,-0.5102,-2.4905,-3.178,-2.615827847,0.011920783,0.006237131,0.006721924,0.004059226,0.00678583,0.01432758,0.007332325,0.008979672,0.005611724,0.005787243,0.026035905,0.016143153,0.016304349,0.015309283,0.011171253,0.034283176,0.035938066,0.032562564,0.025284205,0.020358507,0.226412477,0.143146665,0.097958304,0.124397601,0.096931053,0.010815322,0.006657508,0.005956737,0.005980002,0.007293728,0.01367171,0.008966935,0.008681595,0.007688656,0.006421571,0.022779278,0.015993712,0.014914713,0.013157135,0.009728641,0.042103853,0.03022302,0.027494524,0.027491073,0.019545188,0.264524123,0.132313385,0.117106276,0.114115699,0.066375614,0.773086369
198710,-34.9918,-31.4254,-29.6978,-29.3388,-29.311,-33.2296,-32.5357,-29.14,-25.2596,-29.8432,-30.4395,-29.4806,-25.3719,-23.4429,-26.8959,-26.5733,-29.7855,-25.0402,-19.574,-24.5362,-22.2599,-23.0611,-22.5028,-15.6511,-19.3292,-22.91486039,0.011763802,0.006323813,0.006716412,0.004069161,0.006813349,0.014340973,0.007329962,0.009143815,0.005715749,0.005778058,0.025674807,0.015940252,0.01635531,0.015091026,0.011325656,0.033987331,0.035861264,0.03257443,0.024902404,0.020854522,0.226979386,0.140880715,0.100247476,0.124699269,0.096631058,0.010839932,0.00665877,0.005969806,0.005957468,0.007288861,0.013698695,0.008955912,0.008693707,0.007667037,0.006413317,0.022835979,0.016004857,0.014935604,0.013181438,0.0097523,0.042014533,0.030296053,0.027554769,0.027479982,0.019571111,0.263950661,0.132300896,0.116767196,0.114415692,0.066795423,0.671575512
